temperature_mean,temperature_max,temperature_min,precipitation,snowfall,wind_speed_max,wind_gusts_max,et0,dew_point,humidity_mean,humidity_min,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,soil_temperature_0_7,soil_temperature_7_28,soil_temperature_28_100,solar_radiation,cloud_cover,pressure,month,drought_score,drought,sukhovey_score,sukhovey,early_snow_score,early_snow
-15.9,-10.3,-21.6,0.0,0.0,10.3,18.0,0.52,-18.1,83,75,0.233,0.221,0.172,-5.6,-2.9,-0.2,11.31,82,959.1,2,1,0,1,0,0,0
-14.8,-8.1,-20.0,0.0,0.0,11.7,13.3,0.7,-17.7,79,66,0.232,0.224,0.175,-5.6,-3.3,-0.2,12.68,40,960.1,3,1,0,1,0,0,0
-14.4,-6.6,-21.8,0.0,0.0,20.5,29.9,0.72,-17.6,77,67,0.233,0.225,0.179,-6.4,-3.8,-0.2,13.98,43,957.5,3,1,0,1,0,0,0
-10.0,-5.2,-15.7,2.3,1.61,27.2,40.3,0.67,-13.3,77,64,0.235,0.225,0.179,-6.4,-4.2,-0.3,10.28,88,953.3,3,0,0,1,0,0,0
-11.4,-8.1,-14.6,2.2,1.54,31.0,42.8,0.43,-13.4,86,77,0.236,0.225,0.179,-6.7,-4.0,-0.3,9.37,94,959.1,3,0,0,2,0,0,0
-11.4,-7.3,-15.8,0.1,0.0,35.4,48.2,0.65,-14.3,80,69,0.236,0.224,0.179,-5.9,-4.0,-0.3,11.7,86,961.4,3,1,0,3,1,0,0
-4.3,-1.4,-9.8,3.4,2.31,53.1,69.1,0.65,-6.5,85,75,0.236,0.224,0.179,-4.7,-3.6,-0.4,8.06,98,944.1,3,0,0,2,0,0,0
-4.4,-2.5,-7.5,1.7,1.19,38.3,54.7,0.73,-6.2,88,77,0.238,0.224,0.179,-3.1,-2.9,-0.4,12.51,94,940.4,3,0,0,2,0,0,0
-4.4,-1.3,-7.6,2.7,1.89,33.6,47.5,0.71,-5.8,90,80,0.239,0.224,0.179,-2.7,-2.7,-0.4,12.28,91,940.3,3,0,0,2,0,0,0
-6.4,-2.2,-14.7,3.1,2.17,37.8,53.3,0.59,-8.0,88,82,0.24,0.224,0.179,-4.1,-2.6,-0.4,9.87,94,942.0,3,0,0,2,0,0,0
-10.1,-5.8,-16.1,1.5,1.05,39.1,56.5,0.52,-11.9,86,82,0.24,0.224,0.18,-4.7,-2.7,-0.4,11.65,100,956.2,3,0,0,2,0,0,0
-4.5,-2.6,-6.7,1.7,1.19,31.5,43.2,0.61,-5.9,90,86,0.24,0.223,0.18,-3.0,-2.7,-0.5,9.9,98,957.8,3,0,0,2,0,0,0
-5.5,-2.4,-10.6,0.0,0.0,20.3,27.7,0.94,-8.1,83,72,0.24,0.224,0.18,-2.1,-2.4,-0.5,13.02,72,967.6,3,1,0,1,0,0,0
-9.7,-4.8,-14.0,0.0,0.0,22.2,29.5,1.12,-15.6,63,54,0.24,0.224,0.18,-3.5,-2.3,-0.5,15.78,49,966.9,3,1,0,1,0,0,0
-7.4,-2.0,-12.7,0.0,0.0,22.2,29.9,1.26,-14.0,60,50,0.241,0.224,0.18,-2.5,-2.4,-0.5,14.73,46,961.9,3,1,0,1,0,0,0
-7.3,-2.3,-11.8,0.0,0.0,15.7,20.5,1.3,-10.7,77,69,0.24,0.224,0.18,-0.9,-2.2,-0.5,17.55,6,959.4,3,1,0,1,0,0,0
-7.0,-0.4,-14.8,0.0,0.0,18.3,26.6,1.13,-10.3,78,70,0.24,0.224,0.18,-0.9,-2.0,-0.5,15.89,65,958.7,3,1,0,1,0,0,0
-0.9,2.6,-5.2,0.0,0.0,25.5,37.1,1.53,-5.2,73,65,0.243,0.224,0.18,-1.0,-1.8,-0.5,17.28,52,957.5,3,1,0,1,0,0,0
2.6,5.0,0.5,0.0,0.0,24.3,34.2,1.79,-1.5,74,69,0.285,0.225,0.18,-1.3,-1.7,-0.5,16.96,47,958.1,3,1,0,1,0,0,0
2.5,4.8,1.0,0.0,0.0,20.4,30.2,1.99,-2.5,69,64,0.356,0.233,0.18,-1.0,-1.6,-0.5,18.2,4,956.1,3,1,0,1,0,0,0
3.6,7.9,0.3,0.0,0.0,22.2,34.9,2.17,-2.2,66,56,0.387,0.258,0.18,-0.9,-1.5,-0.5,17.55,68,950.9,3,1,0,1,0,0,0
3.0,6.3,-1.4,1.2,0.0,30.7,55.8,1.48,-0.7,77,63,0.401,0.307,0.181,-0.6,-1.4,-0.6,12.2,76,950.7,3,0,0,2,0,0,0
-0.9,2.3,-3.2,0.0,0.0,17.1,32.8,1.25,-4.8,76,58,0.372,0.337,0.182,-0.0,-1.2,-0.6,13.76,73,960.5,3,1,0,1,0,0,0
-1.3,2.6,-4.5,0.0,0.0,17.2,30.6,1.56,-6.1,72,48,0.362,0.339,0.183,0.0,-1.1,-0.6,16.8,47,955.1,3,1,0,1,0,0,0
-3.6,0.1,-7.0,0.0,0.0,27.2,45.7,1.28,-8.3,72,52,0.357,0.34,0.185,-0.4,-1.0,-0.6,14.32,55,955.3,3,1,0,2,0,0,0
-5.4,-1.1,-9.5,0.0,0.0,13.2,23.8,1.63,-12.2,60,40,0.353,0.338,0.187,-0.5,-0.9,-0.6,19.4,5,967.4,3,1,0,1,0,0,0
-3.5,2.1,-9.7,0.0,0.0,16.0,30.2,1.74,-9.6,65,41,0.352,0.337,0.188,-0.7,-0.9,-0.6,19.52,0,970.8,3,1,0,1,0,0,0
-0.6,5.7,-6.3,0.0,0.0,29.5,51.5,2.42,-9.6,54,29,0.35,0.336,0.189,-0.5,-0.9,-0.6,19.85,46,965.1,3,2,0,3,1,0,0
1.7,7.7,-3.5,0.0,0.0,22.4,42.5,2.86,-9.9,44,24,0.347,0.336,0.191,0.1,-0.8,-0.6,19.52,53,962.5,3,2,0,3,1,0,0
2.5,9.2,-3.9,0.0,0.0,16.7,32.4,2.71,-7.3,52,27,0.342,0.335,0.192,0.7,-0.7,-0.5,20.11,0,963.0,3,2,0,2,0,0,0
3.3,10.7,-4.0,0.0,0.0,12.1,22.0,2.71,-5.5,58,28,0.337,0.333,0.193,2.0,-0.6,-0.5,20.3,0,963.8,3,2,0,2,0,0,0
4.3,11.9,-3.3,0.0,0.0,13.4,27.0,2.6,-3.4,62,32,0.335,0.33,0.194,2.6,-0.3,-0.5,18.39,50,961.5,3,2,0,1,0,0,0
5.7,10.8,2.2,2.5,0.0,22.4,40.0,1.8,0.5,72,40,0.351,0.328,0.196,3.3,0.1,-0.5,10.72,78,957.1,4,0,0,1,0,0,0
4.3,10.7,-1.6,0.0,0.0,10.0,20.9,2.11,-1.6,69,37,0.344,0.327,0.197,3.5,0.9,-0.5,16.01,51,959.1,4,1,0,1,0,0,0
7.7,14.9,-0.8,0.0,0.0,26.6,45.4,3.67,-1.8,54,32,0.338,0.323,0.198,5.0,2.4,-0.5,20.15,54,952.0,4,2,0,2,0,0,0
10.5,21.9,1.5,3.1,0.0,56.5,96.8,3.96,1.5,57,28,0.344,0.319,0.199,7.9,5.3,-0.5,13.89,91,937.5,4,1,0,3,1,0,0
5.3,11.2,1.2,0.0,0.0,24.5,39.6,2.6,-1.8,63,36,0.348,0.32,0.201,6.8,5.4,-0.4,18.27,47,951.7,4,1,0,1,0,0,0
9.3,16.6,2.3,0.0,0.0,18.7,33.8,3.45,-0.6,54,29,0.332,0.316,0.202,7.7,5.2,-0.3,21.21,4,953.1,4,2,0,2,0,0,0
10.0,16.9,4.1,6.7,0.0,26.0,43.2,2.61,3.1,65,35,0.341,0.313,0.202,7.4,5.7,-0.2,11.27,98,948.1,4,1,0,1,0,0,0
10.7,13.6,8.0,9.9,0.0,25.9,43.9,0.82,9.1,90,74,0.4,0.341,0.204,8.7,6.3,-0.2,4.15,77,946.1,4,0,0,1,0,0,0
11.2,18.0,3.3,0.1,0.0,9.7,17.3,3.27,5.3,70,40,0.368,0.352,0.206,9.8,6.3,-0.1,20.23,27,956.1,4,1,0,1,0,0,0
13.4,21.1,5.0,0.0,0.0,17.4,32.0,4.1,4.0,58,29,0.35,0.344,0.208,11.0,7.7,0.0,20.71,50,957.2,4,2,0,2,0,0,0
15.3,22.8,7.6,0.0,0.0,22.1,41.8,5.06,2.7,47,23,0.329,0.333,0.208,11.9,8.8,0.1,21.77,69,952.8,4,3,1,3,1,0,0
17.3,26.2,8.5,0.0,0.0,21.4,40.7,5.37,3.7,44,23,0.307,0.319,0.207,13.1,9.6,0.3,21.99,89,947.2,4,3,1,3,1,0,0
12.4,19.1,7.1,0.0,0.0,24.3,41.8,3.34,7.1,72,49,0.294,0.309,0.207,11.9,9.6,0.5,18.55,86,945.6,4,1,0,2,0,0,0
7.9,11.8,4.1,2.2,0.0,25.9,41.8,2.03,3.1,74,44,0.309,0.305,0.208,9.6,8.2,0.9,13.43,83,953.7,4,0,0,1,0,0,0
8.4,11.6,6.0,2.1,0.0,19.0,32.4,2.31,3.9,75,50,0.319,0.304,0.209,9.1,7.2,1.6,16.21,55,954.4,4,0,0,0,0,0,0
7.8,12.8,4.0,0.1,0.0,20.5,34.6,2.61,1.7,69,39,0.319,0.303,0.21,8.5,6.8,2.3,16.97,40,956.5,4,1,0,1,0,0,0
6.4,12.0,0.6,0.0,0.0,34.5,60.8,3.22,-1.0,62,34,0.304,0.3,0.21,8.0,6.7,2.9,22.49,27,950.9,4,2,0,3,1,0,0
1.7,5.6,-3.6,0.7,0.0,31.7,54.7,2.36,-6.2,58,37,0.297,0.297,0.212,5.0,5.3,3.3,19.51,48,952.9,4,1,0,3,1,0,0
0.1,5.0,-5.3,0.0,0.0,15.9,29.9,2.43,-8.9,56,26,0.296,0.295,0.214,4.7,4.4,3.4,24.0,48,956.2,4,2,0,2,0,0,0
11.1,19.1,-0.2,0.0,0.0,35.6,61.6,4.57,-0.5,46,31,0.287,0.289,0.213,8.3,5.3,3.4,18.86,63,955.2,4,3,1,3,1,0,0
15.7,22.0,9.8,0.1,0.0,26.0,47.9,4.62,6.2,56,33,0.27,0.281,0.211,13.1,9.3,3.9,21.1,14,956.0,4,3,1,2,0,0,0
15.2,22.0,7.5,0.9,0.0,16.6,34.6,4.0,7.9,65,41,0.257,0.272,0.209,14.1,11.0,4.7,21.03,23,957.6,4,1,0,1,0,0,0
15.5,22.6,8.3,0.6,0.0,17.9,34.6,4.35,5.7,57,26,0.25,0.264,0.206,14.5,11.9,5.5,20.6,32,955.7,4,2,0,2,0,0,0
13.0,19.4,7.1,0.0,0.0,17.2,36.4,3.85,5.9,64,37,0.244,0.259,0.205,13.8,11.8,6.3,23.39,5,957.4,4,1,0,1,0,0,0
15.7,23.0,6.8,0.1,0.0,14.4,28.8,4.8,4.3,51,27,0.228,0.252,0.204,14.9,12.4,6.8,23.18,9,955.5,4,3,1,2,0,0,0
17.4,24.0,9.4,0.0,0.0,24.4,44.3,6.19,1.8,40,15,0.213,0.246,0.203,15.9,13.6,7.5,24.3,72,951.0,4,4,1,3,1,0,0
20.8,30.0,14.8,0.4,0.0,38.2,72.4,7.41,4.0,36,17,0.198,0.237,0.2,18.0,14.9,8.2,18.98,62,944.7,4,4,1,5,1,0,0
18.4,24.1,11.4,0.2,0.0,29.4,52.2,4.9,9.7,59,39,0.195,0.233,0.2,18.0,15.7,8.9,19.9,50,947.4,4,3,1,2,0,0,0
10.0,15.1,4.6,0.0,0.0,32.7,55.8,3.75,-0.4,54,24,0.197,0.234,0.203,14.1,14.8,9.5,20.62,41,952.0,4,3,1,4,1,0,0
5.5,10.4,0.7,0.0,0.0,20.4,33.1,3.58,-5.4,47,33,0.194,0.234,0.205,10.7,11.6,9.6,25.16,31,962.4,4,3,1,1,0,0,0
8.6,17.1,-1.2,0.0,0.0,15.7,31.3,4.09,-4.9,43,17,0.186,0.228,0.204,11.2,10.8,9.4,26.14,37,959.1,5,3,1,2,0,0,0
11.1,17.6,3.3,0.0,0.0,23.4,41.0,4.56,-1.9,45,22,0.177,0.221,0.202,12.7,11.9,9.3,24.38,28,956.9,5,4,1,3,1,0,0
12.5,20.3,3.3,0.0,0.0,14.2,26.6,4.53,0.6,49,23,0.173,0.216,0.201,13.8,12.5,9.3,24.48,73,961.4,5,4,1,2,0,0,0
17.8,25.8,8.2,0.0,0.0,29.8,50.4,6.47,-0.8,31,14,0.169,0.212,0.2,15.9,14.0,9.5,20.36,70,949.5,5,4,1,3,1,0,0
14.5,20.6,6.8,0.0,0.0,20.1,37.1,5.18,2.1,48,24,0.162,0.206,0.199,16.5,15.0,9.9,26.15,0,952.0,5,4,1,2,0,0,0
16.5,24.5,6.7,0.0,0.0,9.7,20.9,4.83,2.8,44,18,0.157,0.202,0.198,17.6,15.3,10.3,25.78,24,955.1,5,4,1,2,0,0,0
19.4,26.9,9.5,0.0,0.0,11.1,24.8,5.28,3.7,40,16,0.154,0.197,0.197,19.2,16.9,10.7,24.94,59,949.8,5,4,1,2,0,0,0
21.1,29.5,10.1,0.0,0.0,17.0,34.9,6.2,3.3,37,11,0.153,0.194,0.197,20.1,18.0,11.3,22.83,72,945.7,5,4,1,2,0,0,0
20.0,24.8,14.8,0.8,0.0,22.0,38.5,4.58,6.6,43,31,0.16,0.194,0.198,19.2,18.2,11.9,13.27,72,943.7,5,4,1,1,0,0,0
17.5,23.8,12.5,2.5,0.0,33.1,57.6,4.68,10.2,65,39,0.171,0.194,0.2,18.5,17.6,12.3,21.05,36,948.3,5,2,0,2,0,0,0
14.9,18.7,10.7,0.1,0.0,24.0,45.4,3.48,8.9,69,49,0.181,0.194,0.2,16.8,16.6,12.6,18.08,41,952.6,5,2,0,2,0,0,0
16.4,24.2,7.6,0.0,0.0,10.3,16.2,4.4,7.4,61,27,0.176,0.193,0.2,18.2,16.6,12.6,24.6,51,956.2,5,3,1,2,0,0,0
21.6,30.4,11.3,0.0,0.0,18.7,36.0,6.88,4.1,38,10,0.167,0.188,0.199,20.4,18.2,12.9,26.37,17,952.2,5,4,1,3,1,0,0
24.2,33.2,13.9,0.0,0.0,18.5,29.9,7.1,4.1,32,10,0.156,0.181,0.196,22.4,19.6,13.3,25.17,37,950.2,5,4,1,3,1,0,0
25.9,35.0,14.3,0.0,0.0,13.3,25.9,7.3,3.3,28,8,0.151,0.177,0.195,24.2,21.2,13.8,26.63,3,952.5,5,5,1,3,1,0,0
27.9,37.4,18.2,0.0,0.0,17.7,36.0,8.15,3.0,24,8,0.147,0.172,0.193,25.8,22.8,14.5,24.41,84,951.0,5,5,1,3,1,0,0
27.2,36.9,18.8,0.0,0.0,30.5,56.9,9.23,6.6,30,13,0.145,0.169,0.192,26.0,23.6,15.3,23.01,62,942.4,5,5,1,5,1,0,0
15.4,20.3,9.4,28.2,0.0,37.5,67.0,3.04,11.2,77,55,0.241,0.175,0.193,20.1,21.9,15.8,16.17,80,938.4,5,0,0,2,0,0,0
13.3,17.3,9.0,1.1,0.0,23.5,39.2,3.46,5.8,64,39,0.346,0.224,0.195,16.1,17.4,15.8,18.9,74,955.2,5,0,0,0,0,0,0
15.6,22.7,5.9,0.0,0.0,13.5,27.0,5.29,4.3,52,27,0.293,0.23,0.196,16.5,16.0,15.3,27.64,7,956.4,5,3,1,2,0,0,0
19.4,26.8,11.6,0.0,0.0,21.8,38.5,6.48,4.1,39,19,0.253,0.224,0.193,18.6,17.3,15.0,26.18,21,952.7,5,3,1,2,0,0,0
21.0,28.4,11.5,0.0,0.0,29.0,46.1,6.71,4.6,39,19,0.223,0.216,0.189,19.7,18.1,14.9,21.33,71,948.5,5,3,1,3,1,0,0
18.1,23.1,11.8,0.1,0.0,33.9,60.8,6.47,5.7,47,27,0.206,0.211,0.188,19.9,19.2,15.0,25.81,35,944.2,5,4,1,4,1,0,0
14.6,18.9,11.4,2.9,0.0,20.0,38.5,3.8,7.3,65,35,0.213,0.208,0.188,17.9,17.9,15.1,21.1,57,949.2,5,2,0,0,0,0,0
12.5,17.5,7.9,0.9,0.0,22.5,42.5,3.56,6.4,68,50,0.21,0.208,0.189,16.4,16.8,15.0,21.69,23,948.0,5,2,0,2,0,0,0
10.3,15.0,5.8,0.2,0.0,26.2,45.0,3.49,2.1,61,32,0.207,0.208,0.19,14.2,15.3,14.7,19.53,57,953.4,5,3,1,2,0,0,0
11.7,16.5,7.3,0.0,0.0,16.0,32.4,4.41,-0.1,48,24,0.199,0.207,0.191,15.5,14.9,14.3,27.25,29,959.9,5,3,1,2,0,0,0
17.1,25.2,8.6,0.5,0.0,26.4,48.2,6.47,3.5,42,25,0.186,0.2,0.189,17.5,16.0,14.1,26.29,39,955.4,5,4,1,3,1,0,0
15.6,22.0,7.8,0.0,0.0,20.7,40.0,5.43,4.9,52,28,0.176,0.196,0.188,18.3,17.2,14.1,27.95,16,956.4,5,4,1,3,1,0,0
17.9,23.7,10.0,0.0,0.0,25.4,46.1,5.48,6.8,52,28,0.167,0.193,0.187,19.0,17.7,14.2,23.97,15,953.5,5,4,1,3,1,0,0
18.8,26.1,8.1,0.2,0.0,17.7,31.3,6.0,5.5,45,27,0.158,0.187,0.186,20.5,18.5,14.4,27.2,14,955.8,5,4,1,2,0,0,0
19.8,26.8,12.6,2.1,0.0,10.0,24.1,5.25,8.6,52,29,0.161,0.183,0.185,22.1,20.1,14.8,25.82,38,955.1,6,3,1,1,0,0,0
20.2,26.0,13.2,0.6,0.0,11.0,20.5,5.12,8.9,52,28,0.177,0.181,0.184,22.4,20.6,15.2,24.57,40,950.8,6,4,1,2,0,0,0
22.2,29.5,12.8,0.1,0.0,16.3,37.1,5.89,7.2,43,20,0.171,0.178,0.184,23.0,21.1,15.6,24.53,40,947.4,6,4,1,2,0,0,0
23.9,29.9,18.0,0.7,0.0,26.0,47.2,6.53,7.7,37,21,0.166,0.174,0.183,23.7,21.8,16.1,19.82,96,944.7,6,4,1,3,1,0,0
21.2,25.2,16.2,0.0,0.0,28.0,48.2,6.64,6.8,41,26,0.171,0.176,0.184,23.8,22.4,16.5,27.73,49,945.5,6,4,1,3,1,0,0
23.0,31.1,11.3,0.0,0.0,22.1,36.4,7.7,6.4,40,17,0.161,0.173,0.184,23.9,22.1,16.9,28.6,21,948.6,6,4,1,3,1,0,0
21.9,25.6,18.2,2.5,0.0,22.6,37.4,4.01,11.1,53,34,0.164,0.173,0.184,23.0,22.6,17.3,10.63,90,947.7,6,2,0,0,0,0,0
20.1,26.5,14.6,2.4,0.0,22.2,56.2,5.03,13.4,67,39,0.191,0.175,0.186,22.1,21.4,17.5,22.32,38,949.1,6,2,0,1,0,0,0
17.3,22.9,12.7,0.0,0.0,27.3,45.0,4.08,11.4,71,44,0.204,0.174,0.186,20.2,20.2,17.5,18.27,60,953.5,6,2,0,2,0,0,0
20.1,26.5,12.3,0.0,0.0,27.7,47.2,6.09,8.4,51,28,0.19,0.173,0.186,21.2,20.0,17.4,23.32,77,953.2,6,4,1,3,1,0,0
24.2,31.4,15.6,0.0,0.0,17.5,28.8,6.9,7.5,37,18,0.176,0.172,0.185,24.3,21.9,17.5,27.86,35,952.3,6,4,1,3,1,0,0
23.5,29.5,16.5,0.0,0.0,12.5,27.4,5.02,11.2,48,29,0.164,0.169,0.184,25.0,23.2,17.8,20.22,88,953.0,6,4,1,2,0,0,0
22.8,27.4,17.3,0.8,0.0,14.3,37.8,4.33,12.7,55,36,0.163,0.17,0.184,24.1,23.2,18.2,16.92,94,951.9,6,2,0,1,0,0,0
22.4,28.9,16.6,2.5,0.0,16.4,33.5,5.3,12.1,55,32,0.172,0.168,0.184,24.8,23.3,18.4,23.41,46,948.7,6,3,1,0,0,0,0
21.6,26.2,15.9,3.0,0.0,16.8,33.1,4.77,14.1,64,43,0.196,0.166,0.182,23.9,23.1,18.7,21.69,33,947.0,6,2,0,0,0,0,0
23.2,28.6,15.8,0.1,0.0,14.4,27.4,5.73,13.4,57,36,0.199,0.165,0.182,24.7,23.1,18.9,24.87,15,947.8,6,3,1,1,0,0,0
25.8,32.5,17.2,0.0,0.0,11.0,25.6,6.25,11.7,45,24,0.178,0.161,0.18,26.6,24.1,19.1,25.64,26,945.6,6,5,1,3,1,0,0
28.2,36.0,19.2,0.0,0.0,13.5,44.3,7.35,9.6,35,16,0.166,0.162,0.181,28.5,25.8,19.5,27.79,38,942.8,6,5,1,4,1,0,0
25.8,30.8,18.9,0.7,0.0,38.2,61.9,7.09,10.4,39,25,0.167,0.166,0.184,26.8,26.5,20.0,20.69,60,940.2,6,5,1,5,1,0,0
21.9,29.3,14.4,0.4,0.0,36.0,60.5,6.99,9.1,49,21,0.169,0.169,0.187,24.3,24.7,20.3,24.48,37,943.1,6,4,1,4,1,0,0
20.8,27.0,14.6,1.2,0.0,35.8,61.9,5.72,9.5,52,28,0.18,0.173,0.19,22.4,23.0,20.3,19.1,48,946.2,6,3,1,3,1,0,0
23.8,30.8,15.0,0.0,0.0,23.6,46.1,6.99,9.6,44,24,0.173,0.173,0.191,24.0,22.8,20.2,24.94,23,945.8,6,4,1,4,1,0,0
19.3,25.3,14.5,0.6,0.0,26.4,49.3,4.45,10.4,57,36,0.168,0.171,0.19,21.8,22.8,20.1,17.55,58,942.8,6,2,0,2,0,0,0
19.4,24.6,12.1,0.0,0.0,18.4,33.5,4.47,9.1,54,35,0.166,0.171,0.191,21.3,21.4,20.0,18.32,45,944.7,6,3,1,1,0,0,0
18.5,23.2,14.2,0.4,0.0,24.6,41.4,4.93,11.5,65,47,0.165,0.171,0.191,22.1,21.5,19.8,23.79,53,944.5,6,3,1,2,0,0,0
16.6,21.4,13.4,21.9,0.0,30.1,50.4,2.84,13.2,82,57,0.275,0.175,0.191,19.5,20.6,19.6,15.25,85,942.1,6,0,0,2,0,0,0
15.9,20.2,13.2,4.5,0.0,19.1,32.8,1.67,12.7,83,58,0.353,0.216,0.192,17.9,19.0,19.2,7.97,74,945.6,6,0,0,0,0,0,0
19.8,26.8,11.8,0.2,0.0,16.2,31.3,4.93,10.2,58,32,0.305,0.231,0.193,19.4,18.5,18.7,21.25,62,942.8,6,3,1,1,0,0,0
18.0,21.4,14.7,3.5,0.0,26.4,41.4,4.11,12.0,69,51,0.29,0.233,0.194,20.0,19.8,18.5,21.06,71,937.0,6,0,0,1,0,0,0
17.2,21.3,12.9,3.2,0.0,18.2,37.1,3.33,12.1,74,53,0.303,0.235,0.193,18.9,19.1,18.4,17.09,57,937.3,6,0,0,0,0,0,0
20.6,26.5,13.4,0.0,0.0,14.4,31.0,4.89,11.7,60,35,0.279,0.235,0.192,20.7,19.5,18.2,21.97,32,944.4,7,3,1,1,0,0,0
22.9,29.0,14.7,0.0,0.0,10.1,21.6,5.54,13.3,58,35,0.247,0.228,0.19,22.7,20.9,18.2,25.8,11,949.6,7,3,1,1,0,0,0
25.2,32.1,16.0,0.2,0.0,12.2,19.1,6.31,12.4,50,23,0.217,0.219,0.187,25.1,22.5,18.5,27.99,3,950.2,7,5,1,3,1,0,0
27.9,35.0,19.7,0.0,0.0,29.3,37.4,7.74,10.3,36,19,0.187,0.207,0.184,26.4,24.1,18.9,24.17,35,943.7,7,5,1,3,1,0,0
20.3,25.3,16.0,1.6,0.0,28.1,54.0,5.16,11.9,60,42,0.179,0.198,0.181,23.7,24.0,19.4,21.16,32,940.0,7,2,0,1,0,0,0
20.6,26.1,13.2,0.0,0.0,23.6,42.8,5.58,10.3,55,33,0.183,0.196,0.181,22.5,22.1,19.6,22.06,40,944.3,7,4,1,2,0,0,0
21.4,27.8,15.2,2.7,0.0,22.7,40.7,5.41,12.2,58,34,0.182,0.194,0.182,22.9,22.2,19.7,22.66,46,943.8,7,3,1,1,0,0,0
20.0,25.1,13.9,0.0,0.0,21.4,34.9,6.21,8.9,53,31,0.179,0.188,0.18,23.1,22.4,19.7,27.38,52,947.8,7,4,1,1,0,0,0
18.5,21.6,14.6,0.3,0.0,22.4,38.5,4.25,9.0,55,44,0.174,0.188,0.181,20.9,21.7,19.8,13.53,95,947.9,7,2,0,1,0,0,0
19.7,24.7,13.6,0.1,0.0,19.0,35.3,5.15,7.7,49,27,0.179,0.19,0.183,21.3,20.9,19.7,20.02,67,948.3,7,4,1,2,0,0,0
21.4,28.3,12.4,0.0,0.0,20.5,35.3,5.9,8.9,49,24,0.172,0.189,0.184,22.6,21.5,19.6,24.21,43,949.3,7,4,1,2,0,0,0
21.2,25.1,15.7,0.3,0.0,20.1,37.8,5.91,11.0,54,37,0.168,0.187,0.185,24.1,23.0,19.7,26.49,21,948.6,7,3,1,1,0,0,0
20.4,27.2,11.8,0.2,0.0,23.2,45.7,6.38,6.9,44,23,0.158,0.182,0.183,22.9,22.5,19.9,25.25,23,946.5,7,4,1,3,1,0,0
19.0,25.0,11.9,0.0,0.0,16.9,32.8,5.6,7.2,50,25,0.153,0.178,0.182,22.9,22.4,20.0,25.29,35,945.2,7,4,1,2,0,0,0
20.6,26.3,12.8,0.0,0.0,16.9,35.3,5.07,8.0,48,28,0.151,0.174,0.181,22.8,22.3,20.0,20.92,55,944.8,7,4,1,2,0,0,0
23.4,31.2,13.6,0.0,0.0,16.3,29.2,6.68,7.2,41,18,0.143,0.168,0.178,25.6,23.3,20.1,28.03,3,944.9,7,4,1,3,1,0,0
27.2,34.1,19.8,0.0,0.0,29.2,51.8,8.58,7.5,31,17,0.142,0.163,0.176,27.0,25.2,20.4,23.11,37,944.6,7,5,1,4,1,0,0
26.8,34.3,16.5,0.0,0.0,19.1,30.2,6.69,9.6,38,19,0.144,0.162,0.175,28.4,26.3,20.9,24.67,48,945.9,7,5,1,3,1,0,0
22.3,25.6,15.4,0.0,0.0,24.8,43.2,6.25,10.9,50,34,0.152,0.165,0.179,26.3,26.7,21.4,23.31,25,944.4,7,4,1,2,0,0,0
18.8,25.5,10.5,0.0,0.0,19.5,38.9,6.4,5.1,45,23,0.154,0.167,0.18,23.4,24.1,21.6,28.22,0,953.0,7,4,1,2,0,0,0
21.4,28.7,11.2,0.0,0.0,16.2,31.0,6.52,5.3,39,20,0.152,0.166,0.181,24.6,23.8,21.6,27.99,4,953.5,7,4,1,2,0,0,0
23.8,30.7,14.5,0.0,0.0,19.5,31.3,7.13,5.9,35,18,0.146,0.162,0.178,26.4,24.8,21.7,27.3,35,952.7,7,4,1,3,1,0,0
25.5,31.0,18.9,0.0,0.0,22.4,32.8,6.47,4.4,27,16,0.142,0.159,0.177,27.4,26.0,21.9,19.72,98,945.9,7,5,1,3,1,0,0
26.0,32.3,19.5,0.0,0.0,24.6,40.3,7.95,7.6,33,20,0.139,0.155,0.175,28.7,26.6,22.2,26.69,26,940.2,7,5,1,4,1,0,0
26.2,34.7,18.4,0.8,0.0,33.0,55.8,7.22,8.4,34,20,0.15,0.158,0.177,28.0,27.3,22.5,23.72,32,936.9,7,5,1,5,1,0,0
23.8,30.7,17.9,1.4,0.0,33.3,58.7,5.75,12.6,51,31,0.166,0.159,0.178,26.5,26.7,22.8,21.29,39,937.7,7,3,1,3,1,0,0
22.7,30.3,17.8,1.3,0.0,37.4,64.4,6.04,12.6,55,30,0.181,0.163,0.18,24.9,25.6,22.9,20.04,46,938.4,7,3,1,4,1,0,0
22.5,29.2,14.0,0.0,0.0,16.0,32.0,5.55,9.6,50,23,0.177,0.164,0.181,24.7,24.6,22.9,22.9,46,942.1,7,4,1,2,0,0,0
21.3,25.8,16.9,4.1,0.0,26.0,48.6,5.27,10.7,55,28,0.206,0.17,0.185,24.1,24.4,22.8,19.87,67,940.4,7,3,1,2,0,0,0
19.3,22.8,15.7,0.8,0.0,17.8,35.3,3.99,11.2,61,45,0.211,0.174,0.188,22.7,23.2,22.6,19.26,61,938.4,7,2,0,1,0,0,0
20.2,25.3,15.1,4.4,0.0,20.9,45.0,4.34,13.1,65,47,0.221,0.175,0.188,22.5,22.6,22.3,19.27,35,939.1,7,0,0,1,0,0,0
